File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BezierCurve2.cpp,BezierCurve2::GetSecondDerivative(float fTime) const,17,14,12,2,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BezierCurve2.cpp,BezierCurve2::GetThirdDerivative(float fTime) const,22,18,14,4,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BezierCurve2.cpp,"BezierCurve2::GetVariation(float fT0, float fT1, const Vector2* pkP0, const Vector2* pkP1) const",83,62,52,6,10,0,11,39,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BezierCurve3.cpp,"BezierCurve3::BezierCurve3(int iDegree, Vector3* akCtrlPoint)",101,82,59,10,12,0,7,35,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BezierCurve3.cpp,BezierCurve3::~BezierCurve3(),14,13,13,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BezierCurve3.cpp,BezierCurve3::GetDegree() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BezierCurve3.cpp,BezierCurve3::GetControlPoints() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BezierCurve3.cpp,BezierCurve3::GetPosition(float fTime) const,15,12,10,2,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BezierCurve3.cpp,BezierCurve3::GetFirstDerivative(float fTime) const,17,14,12,2,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BezierCurve3.cpp,BezierCurve3::GetSecondDerivative(float fTime) const,17,14,12,2,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BezierCurve3.cpp,BezierCurve3::GetThirdDerivative(float fTime) const,22,18,14,4,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BezierCurve3.cpp,"BezierCurve3::GetVariation(float fT0, float fT1, const Vector3* pkP0, const Vector3* pkP1) const",83,62,52,6,10,0,11,39,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::BillBoard(Component::Owner &owner_),20,14,14,0,4,0,2,4,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::~BillBoard(),11,11,7,2,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::setAlignmentMode(const BillBoard::Alignment &mode_),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::getAlignmentMode() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::setAlignmentAxis(const Vector3 &axis_),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::getAlignmentAxis() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::setRotationPivot(const Vector3 &pivot_),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::getRotationPivot() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,"BillBoard::getBillBoardMatrix(Matrix4 &matrix, const Matrix4 &globalTransform, const Vector3 &globalPosition)",45,39,25,1,6,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::onConstruct(),17,13,10,7,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::onStart(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::onUpdate(float dt),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::onPause(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::onResume(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::onStop(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::onDestruct(),4,4,4,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoard.cpp,BillBoard::onDebugRender(IComponentDebugRenderer &debugRenderer),4,4,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoardRenderer.cpp,BillBoardRenderer::BillBoardRenderer(Component::Owner &owner_),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoardRenderer.cpp,BillBoardRenderer::~BillBoardRenderer(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoardRenderer.cpp,BillBoardRenderer::add(BillBoard &billBoard),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoardRenderer.cpp,BillBoardRenderer::remove(BillBoard &billBoard),6,6,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BillBoardRenderer.cpp,BillBoardRenderer::render(const Video::Manager::RenderParam &param),60,47,38,4,13,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Box3Collider.cpp,Box3Collider::Box3Collider(Component::Owner &owner_),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Box3Collider.cpp,Box3Collider::~Box3Collider(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Box3Collider.cpp,Box3Collider::onConstruct(),16,12,8,6,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Box3Collider.cpp,Box3Collider::onStart(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Box3Collider.cpp,Box3Collider::onUpdate(float dt),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Box3Collider.cpp,Box3Collider::onPause(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Box3Collider.cpp,Box3Collider::onResume(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Box3Collider.cpp,Box3Collider::onStop(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Box3Collider.cpp,Box3Collider::onDestruct(),4,3,3,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Box3Collider.cpp,Box3Collider::onDebugRender(IComponentDebugRenderer &debugRenderer),9,8,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BoxShape3.cpp,BoxShape3::BoxShape3(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BoxShape3.cpp,BoxShape3::~BoxShape3(),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BoxShape3.cpp,BoxShape3::construct(const Vector3 &halfExtent_),12,9,9,1,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BoxShape3.cpp,BoxShape3::destruct(),7,6,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BoxShape3.cpp,"BoxShape3::getMassProp(float density, float &mass, Vector3 &localInertia) const",7,5,5,0,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,BSplineBasis::BSplineBasis(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,"BSplineBasis::BSplineBasis(int iNumCtrlPoints, int iDegree, bool bOpen)",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,"BSplineBasis::Create(int iNumCtrlPoints, int iDegree, bool bOpen)",29,26,14,5,3,2,0,2,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,"BSplineBasis::BSplineBasis(int iNumCtrlPoints, int iDegree, const float* afKnot)",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,"BSplineBasis::Create(int iNumCtrlPoints, int iDegree, const float* afKnot)",18,15,9,3,3,1,0,1,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,BSplineBasis::~BSplineBasis(),6,6,6,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,BSplineBasis::GetNumCtrlPoints() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,BSplineBasis::GetDegree() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,BSplineBasis::IsOpen() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,BSplineBasis::IsUniform() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,BSplineBasis::GetD0(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,BSplineBasis::GetD1(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,BSplineBasis::GetD2(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,BSplineBasis::GetD3(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,"Allocate(int iCols, int iRows, T**& raatArray)",7,7,5,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,Deallocate(T**& raatArray),4,4,4,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,BSplineBasis::Allocate() const,7,7,7,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,BSplineBasis::Deallocate(float** aafArray),5,5,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,"BSplineBasis::Initialize(int iNumCtrlPoints, int iDegree, bool bOpen)",17,13,13,1,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,"BSplineBasis::SetKnot(int i, float fKnot)",10,9,5,2,0,0,1,10,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,BSplineBasis::GetKnot(int i) const,12,10,6,4,1,0,1,10,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,BSplineBasis::GetKey(float& rfTime) const,44,38,20,10,4,0,2,10,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineBasis.cpp,"BSplineBasis::Compute(float fTime, unsigned int uiOrder, int& riMinIndex, int& riMaxIndex) const",118,101,51,18,16,0,1,7,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,"BSplineCurve2::BSplineCurve2(int iNumCtrlPoints, const Vector2* akCtrlPoint, int iDegree, bool bLoop, bool bOpen)",8,7,7,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,"BSplineCurve2::BSplineCurve2(int iNumCtrlPoints, const Vector2* akCtrlPoint, int iDegree, bool bLoop, const float* afKnot)",8,7,7,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,BSplineCurve2::~BSplineCurve2(),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,BSplineCurve2::CreateControl(const Vector2* akCtrlPoint),10,10,8,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,BSplineCurve2::GetNumCtrlPoints() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,BSplineCurve2::GetDegree() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,BSplineCurve2::IsOpen() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,BSplineCurve2::IsUniform() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,BSplineCurve2::IsLoop() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,"BSplineCurve2::SetControlPoint(int i, const Vector2& rkCtrl)",12,9,5,2,1,0,2,9,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,BSplineCurve2::GetControlPoint(int i) const,7,6,4,3,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,"BSplineCurve2::SetKnot(int i, float fKnot)",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,BSplineCurve2::GetKnot(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,"BSplineCurve2::Get(float fTime, Vector2* pkPos, Vector2* pkDer1, Vector2* pkDer2, Vector2* pkDer3) const",54,50,26,9,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,BSplineCurve2::GetBasis(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,BSplineCurve2::GetPosition(float fTime) const,4,4,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,BSplineCurve2::GetFirstDerivative(float fTime) const,4,4,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,BSplineCurve2::GetSecondDerivative(float fTime) const,4,4,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,BSplineCurve2::GetThirdDerivative(float fTime) const,4,4,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve2.cpp,"BSplineCurve2::GetVariation(float, float, const Vector2*, const Vector2*) const",3,2,2,1,0,0,1,2,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,"BSplineCurve3::BSplineCurve3(int iNumCtrlPoints, const Vector3* akCtrlPoint, int iDegree, bool bLoop, bool bOpen)",8,7,7,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,"BSplineCurve3::BSplineCurve3(int iNumCtrlPoints, const Vector3* akCtrlPoint, int iDegree, bool bLoop, const float* afKnot)",8,7,7,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,BSplineCurve3::~BSplineCurve3(),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,BSplineCurve3::CreateControl(const Vector3* akCtrlPoint),10,10,8,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,BSplineCurve3::GetNumCtrlPoints() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,BSplineCurve3::GetDegree() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,BSplineCurve3::IsOpen() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,BSplineCurve3::IsUniform() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,BSplineCurve3::IsLoop() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,"BSplineCurve3::SetControlPoint(int i, const Vector3& rkCtrl)",12,9,5,2,1,0,2,9,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,BSplineCurve3::GetControlPoint(int i) const,8,7,4,3,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,"BSplineCurve3::SetKnot(int i, float fKnot)",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,BSplineCurve3::GetKnot(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,"BSplineCurve3::Get(float fTime, Vector3* pkPos, Vector3* pkDer1, Vector3* pkDer2, Vector3* pkDer3) const",54,50,26,9,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,BSplineCurve3::GetBasis(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,BSplineCurve3::GetPosition(float fTime) const,4,4,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,BSplineCurve3::GetFirstDerivative(float fTime) const,4,4,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,BSplineCurve3::GetSecondDerivative(float fTime) const,4,4,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,BSplineCurve3::GetThirdDerivative(float fTime) const,4,4,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BSplineCurve3.cpp,"BSplineCurve3::GetVariation(float, float, const Vector3*, const Vector3*) const",2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVector2.cpp,"BVector2::Set(bool fX, bool fY)",3,3,3,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVector2.cpp,BVector2::operator=(const BVector2& rkV),5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVector3.cpp,"BVector3::Set(bool fX, bool fY, bool fZ)",4,4,4,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVector3.cpp,BVector3::operator=(const BVector3& rkV),6,5,5,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVector4.cpp,"BVector4::Set(bool fX, bool fY, bool fZ, bool fW)",5,5,5,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVector4.cpp,BVector4::operator=(const BVector4& rkV),7,6,6,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshCollider.cpp,BVHTriangleMeshCollider::BVHTriangleMeshCollider(Component::Owner &owner_),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshCollider.cpp,BVHTriangleMeshCollider::~BVHTriangleMeshCollider(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshCollider.cpp,BVHTriangleMeshCollider::onConstruct(),16,11,7,6,4,0,1,2,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshCollider.cpp,BVHTriangleMeshCollider::onStart(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshCollider.cpp,BVHTriangleMeshCollider::onUpdate(float dt),2,1,1,0,0,0,1,1,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshCollider.cpp,BVHTriangleMeshCollider::onPause(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshCollider.cpp,BVHTriangleMeshCollider::onResume(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshCollider.cpp,BVHTriangleMeshCollider::onStop(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshCollider.cpp,BVHTriangleMeshCollider::onDestruct(),4,3,3,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshCollider.cpp,BVHTriangleMeshCollider::onDebugRender(IComponentDebugRenderer &debugRenderer),2,1,1,0,0,0,1,2,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshShape3.cpp,BVHTriangleMeshShape3::CustomMaterial::CustomMaterial(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshShape3.cpp,BVHTriangleMeshShape3::CustomMaterial::read(InputStream &is),6,6,6,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshShape3.cpp,BVHTriangleMeshShape3::CustomMaterial::write(OutputStream &os) const,6,6,6,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshShape3.cpp,BVHTriangleMeshShape3::Data::Data(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshShape3.cpp,BVHTriangleMeshShape3::Data::~Data(),15,14,7,2,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshShape3.cpp,BVHTriangleMeshShape3::Data::read(InputStream &is),30,26,13,0,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshShape3.cpp,BVHTriangleMeshShape3::Data::write(OutputStream &os) const,8,7,7,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVHTriangleMeshShape3.cpp,BVHTriangleMeshShape3::Resource::Resource(const char *path_),1,1,1,0,0,0,0,0,
